latitude,,longitude
40.4402633,,-79.94226714
40.44026319,,-79.94226723
40.44026312,,-79.94226729
40.44026309,,-79.94226732
40.44026307,,-79.94226734
40.44026305,,-79.94226735
40.44026305,,-79.94226738
40.44026302,,-79.94226743
40.44026299,,-79.94226747
40.44026294,,-79.94226754
40.44026289,,-79.94226759
40.44026282,,-79.94226766
40.4402627,,-79.9422678
40.44026248,,-79.94226801
40.44026214,,-79.94226831
40.44026163,,-79.94226873
40.44026101,,-79.94226939
40.4402602,,-79.94227021
40.44025923,,-79.9422712
40.44025813,,-79.94227238
40.4402569,,-79.94227367
40.44025569,,-79.942275
40.44025448,,-79.94227629
40.44025327,,-79.94227752
40.44025214,,-79.94227874
40.44025099,,-79.94227992
40.44024991,,-79.94228115
40.44024884,,-79.94228241
40.44024774,,-79.94228363
40.44024665,,-79.94228488
40.44024556,,-79.94228616
40.44024444,,-79.94228748
40.44024335,,-79.94228879
40.4402423,,-79.94229011
40.44024119,,-79.9422915
40.44024012,,-79.94229286
40.44023904,,-79.94229425
40.44023796,,-79.94229566
40.44023691,,-79.94229705
40.44023582,,-79.94229844
40.44023472,,-79.94229989
40.44023366,,-79.94230137
40.4402326,,-79.94230284
40.44023155,,-79.9423043
40.44023047,,-79.94230576
40.44022939,,-79.94230722
40.44022836,,-79.94230869
40.44022735,,-79.94231018
40.44022636,,-79.94231172
40.4402254,,-79.9423133
40.44022446,,-79.94231491
40.44022357,,-79.94231658
40.44022266,,-79.94231822
40.44022177,,-79.9423199
40.44022085,,-79.94232155
40.44021998,,-79.94232324
40.44021905,,-79.94232494
40.44021812,,-79.94232665
40.4402172,,-79.94232836
40.44021634,,-79.9423301
40.44021543,,-79.94233184
40.44021455,,-79.94233359
40.44021365,,-79.94233535
40.44021278,,-79.94233718
40.44021189,,-79.94233904
40.440211,,-79.94234089
40.44021014,,-79.94234277
40.44020926,,-79.94234469
40.44020842,,-79.94234661
40.44020757,,-79.94234857
40.44020673,,-79.94235061
40.44020593,,-79.94235266
40.4402051,,-79.94235473
40.44020428,,-79.94235686
40.44020348,,-79.94235897
40.44020268,,-79.94236114
40.44020187,,-79.94236341
40.44020111,,-79.94236571
40.44020036,,-79.94236805
40.44019958,,-79.9423704
40.44019887,,-79.94237286
40.44019816,,-79.94237538
40.44019745,,-79.9423779
40.44019682,,-79.94238058
40.44019615,,-79.94238329
40.44019553,,-79.94238608
40.44019489,,-79.94238899
40.44019424,,-79.94239191
40.44019361,,-79.94239489
40.44019298,,-79.94239791
40.44019234,,-79.94240099
40.44019164,,-79.94240415
40.44019099,,-79.94240737
40.44019038,,-79.94241065
40.44018974,,-79.94241402
40.44018908,,-79.94241747
40.44018843,,-79.942421
40.44018783,,-79.94242455
40.44018714,,-79.94242819
40.44018646,,-79.94243184
40.44018576,,-79.94243556
40.44018504,,-79.94243935
40.44018435,,-79.94244317
40.44018366,,-79.94244711
40.44018292,,-79.94245109
40.44018218,,-79.94245517
40.44018138,,-79.94245924
40.4401806,,-79.9424634
40.44017985,,-79.94246765
40.44017908,,-79.94247193
40.44017828,,-79.94247627
40.44017747,,-79.94248067
40.44017672,,-79.94248515
40.44017586,,-79.94248963
40.44017508,,-79.94249419
40.44017422,,-79.9424988
40.44017337,,-79.94250349
40.44017249,,-79.94250827
40.44017156,,-79.94251311
40.44017069,,-79.94251806
40.44016971,,-79.94252304
40.44016883,,-79.94252804
40.44016796,,-79.94253313
40.44016691,,-79.94253832
40.44016595,,-79.94254356
40.44016506,,-79.94254893
40.44016408,,-79.94255436
40.44016315,,-79.94255984
40.44016214,,-79.94256544
40.44016106,,-79.94257097
40.44016007,,-79.94257662
40.44015902,,-79.94258237
40.44015791,,-79.94258814
40.44015672,,-79.94259396
40.44015548,,-79.94259985
40.44015433,,-79.94260589
40.44015327,,-79.94261212
40.44015214,,-79.94261828
40.44015088,,-79.94262454
40.44014955,,-79.94263084
40.4401483,,-79.9426373
40.44014697,,-79.9426438
40.44014553,,-79.94265025
40.44014408,,-79.94265677
40.44014257,,-79.94266339
40.44014102,,-79.94267015
40.44013944,,-79.94267699
40.44013789,,-79.94268385
40.44013627,,-79.94269076
40.4401347,,-79.94269777
40.44013308,,-79.94270479
40.4401314,,-79.94271202
40.44012967,,-79.94271919
40.44012795,,-79.94272645
40.44012617,,-79.94273387
40.44012435,,-79.9427412
40.44012255,,-79.94274863
40.44012062,,-79.94275613
40.4401187,,-79.94276372
40.44011667,,-79.94277131
40.44011463,,-79.94277893
40.44011255,,-79.94278659
40.44011034,,-79.94279435
40.44010818,,-79.94280217
40.44010588,,-79.94281002
40.44010356,,-79.94281795
40.44010113,,-79.94282587
40.44009859,,-79.94283385
40.44009598,,-79.94284182
40.44009333,,-79.94284979
40.44009057,,-79.94285776
40.44008776,,-79.94286585
40.44008493,,-79.94287403
40.44008194,,-79.94288223
40.44007901,,-79.94289045
40.44007595,,-79.9428987
40.44007285,,-79.94290703
40.44006974,,-79.94291538
40.44006668,,-79.94292383
40.44006338,,-79.94293215
40.44006026,,-79.94294072
40.44005701,,-79.94294923
40.44005362,,-79.94295776
40.44005019,,-79.94296639
40.44004677,,-79.94297499
40.44004316,,-79.94298364
40.44003951,,-79.94299231
40.44003573,,-79.94300088
40.44003195,,-79.94300954
40.44002806,,-79.9430182
40.44002403,,-79.94302683
40.44001994,,-79.94303543
40.44001579,,-79.94304414
40.44001158,,-79.94305282
40.44000732,,-79.94306155
40.44000303,,-79.94307029
40.43999862,,-79.94307902
40.43999427,,-79.94308783
40.43998976,,-79.94309658
40.43998524,,-79.94310532
40.43998074,,-79.94311416
40.43997624,,-79.94312307
40.43997147,,-79.94313188
40.43996671,,-79.94314079
40.43996182,,-79.9431495
40.4399568,,-79.94315818
40.43995171,,-79.94316683
40.43994645,,-79.94317543
40.43994108,,-79.94318397
40.43993558,,-79.94319249
40.43992992,,-79.94320084
40.43992426,,-79.94320929
40.4399185,,-79.94321774
40.43991257,,-79.94322606
40.43990667,,-79.94323426
40.4399007,,-79.94324254
40.43989451,,-79.94325058
40.43988831,,-79.94325878
40.439882,,-79.94326687
40.43987578,,-79.94327502
40.43986941,,-79.94328313
40.43986303,,-79.9432912
40.43985675,,-79.94329926
40.43985039,,-79.9433074
40.43984399,,-79.94331549
40.43983758,,-79.9433235
40.43983111,,-79.94333152
40.43982458,,-79.94333947
40.43981797,,-79.9433475
40.43981138,,-79.94335553
40.43980484,,-79.94336367
40.43979815,,-79.94337168
40.43979149,,-79.94337976
40.43978482,,-79.94338789
40.4397781,,-79.94339599
40.4397714,,-79.94340402
40.43976463,,-79.94341211
40.43975792,,-79.94342019
40.43975123,,-79.94342831
40.4397445,,-79.94343647
40.43973786,,-79.94344461
40.43973123,,-79.94345273
40.43972455,,-79.94346083
40.43971792,,-79.9434689
40.43971119,,-79.94347687
40.43970452,,-79.94348487
40.43969783,,-79.94349295
40.43969113,,-79.943501
40.43968447,,-79.9435091
40.43967779,,-79.94351719
40.43967112,,-79.94352532
40.43966455,,-79.94353347
40.43965794,,-79.94354168
40.43965135,,-79.94354985
40.43964477,,-79.94355803
40.43963818,,-79.94356616
40.4396316,,-79.9435743
40.43962503,,-79.94358244
40.43961847,,-79.94359058
40.43961187,,-79.94359862
40.43960519,,-79.94360652
40.43959846,,-79.9436144
40.43959167,,-79.94362221
40.43958488,,-79.94362996
40.43957817,,-79.94363784
40.43957145,,-79.94364564
40.4395648,,-79.94365346
40.43955809,,-79.94366123
40.43955141,,-79.94366901
40.43954471,,-79.94367673
40.43953799,,-79.94368448
40.43953132,,-79.94369223
40.43952462,,-79.94369992
40.4395179,,-79.94370764
40.4395112,,-79.94371525
40.43950455,,-79.94372305
40.43949788,,-79.9437308
40.43949124,,-79.94373855
40.4394846,,-79.94374629
40.43947795,,-79.94375396
40.4394713,,-79.94376165
40.43946466,,-79.9437693
40.43945799,,-79.94377695
40.43945134,,-79.94378462
40.4394447,,-79.94379221
40.43943808,,-79.94379981
40.4394315,,-79.94380745
40.4394249,,-79.94381503
40.43941832,,-79.94382268
40.43941173,,-79.9438303
40.43940516,,-79.9438379
40.43939858,,-79.94384551
40.43939203,,-79.94385316
40.43938546,,-79.94386077
40.4393789,,-79.9438683
40.43937234,,-79.94387585
40.43936578,,-79.94388342
40.43935923,,-79.94389102
40.43935267,,-79.94389856
40.43934617,,-79.94390611
40.43933968,,-79.9439137
40.43933314,,-79.94392121
40.43932668,,-79.94392886
40.43932021,,-79.94393642
40.43931376,,-79.94394405
40.43930732,,-79.94395176
40.43930088,,-79.94395928
40.43929442,,-79.94396668
40.43928796,,-79.94397421
40.43928151,,-79.94398167
40.43927512,,-79.94398923
40.43926878,,-79.94399703
40.43926234,,-79.94400457
40.43925588,,-79.94401197
40.43924945,,-79.94401938
40.43924299,,-79.94402676
40.43923659,,-79.94403414
40.43923028,,-79.94404168
40.43922396,,-79.94404922
40.43921763,,-79.94405668
40.43921133,,-79.94406416
40.43920503,,-79.94407172
40.43919874,,-79.94407924
40.43919248,,-79.9440868
40.4391862,,-79.94409423
40.43917989,,-79.94410157
40.43917353,,-79.94410889
40.43916726,,-79.94411642
40.43916094,,-79.94412387
40.43915461,,-79.94413132
40.43914831,,-79.94413877
40.43914203,,-79.94414626
40.43913575,,-79.94415376
40.43912956,,-79.94416137
40.43912338,,-79.9441691
40.4391172,,-79.94417669
40.43911113,,-79.94418435
40.43910511,,-79.9441922
40.43909917,,-79.94420001
40.43909336,,-79.9442079
40.43908751,,-79.94421595
40.43908174,,-79.94422402
40.43907601,,-79.94423218
40.43907033,,-79.94424044
40.43906477,,-79.94424867
40.43905929,,-79.94425695
40.43905378,,-79.94426533
40.43904844,,-79.94427377
40.4390431,,-79.9442825
40.43903777,,-79.9442912
40.43903261,,-79.94429985
40.43902751,,-79.9443086
40.43902257,,-79.94431737
40.43901777,,-79.94432637
40.43901308,,-79.94433529
40.43900827,,-79.94434436
40.43900371,,-79.94435341
40.43899893,,-79.94436243
40.43899406,,-79.94437167
40.43898947,,-79.94438109
40.43898506,,-79.94439047
40.43898056,,-79.9443998
40.43897644,,-79.94440927
40.43897236,,-79.94441877
40.43896836,,-79.94442833
40.43896439,,-79.94443794
40.43896043,,-79.94444756
40.43895653,,-79.94445721
40.43895267,,-79.94446687
40.43894895,,-79.94447658
40.43894525,,-79.94448629
40.43894158,,-79.94449606
40.43893797,,-79.94450579
40.43893447,,-79.94451571
40.43893101,,-79.94452565
40.43892785,,-79.94453578
40.43892464,,-79.94454575
40.43892151,,-79.94455584
40.43891844,,-79.94456591
40.4389155,,-79.94457599
40.43891257,,-79.94458606
40.43890973,,-79.94459605
40.43890686,,-79.94460617
40.43890402,,-79.9446163
40.43890124,,-79.94462647
40.43889845,,-79.94463668
40.43889585,,-79.94464691
40.43889321,,-79.94465703
40.43889052,,-79.94466724
40.43888796,,-79.94467746
40.43888537,,-79.94468756
40.43888284,,-79.94469772
40.43888019,,-79.94470786
40.43887769,,-79.94471804
40.43887524,,-79.9447282
40.43887285,,-79.94473837
40.43887048,,-79.94474856
40.4388682,,-79.94475874
40.43886587,,-79.944769
40.43886352,,-79.94477914
40.43886124,,-79.94478939
40.43885894,,-79.94479943
40.43885656,,-79.94480973
40.43885425,,-79.9448199
40.43885204,,-79.94483002
40.43884975,,-79.94484021
40.43884746,,-79.94485035
40.43884522,,-79.94486043
40.43884293,,-79.94487064
40.43884069,,-79.94488073
40.43883842,,-79.94489081
40.43883624,,-79.94490106
40.43883401,,-79.94491116
40.43883174,,-79.94492122
40.43882954,,-79.94493131
40.4388273,,-79.94494141
40.4388251,,-79.94495154
40.4388228,,-79.94496163
40.43882056,,-79.94497176
40.43881836,,-79.94498184
40.43881608,,-79.9449919
40.4388139,,-79.94500192
40.43881174,,-79.94501201
40.43880955,,-79.94502204
40.43880737,,-79.94503206
40.43880518,,-79.94504208
40.43880301,,-79.94505209
40.438801,,-79.94506215
40.43879895,,-79.94507219
40.43879695,,-79.94508225
40.43879505,,-79.94509234
40.43879317,,-79.94510247
40.43879134,,-79.94511257
40.43878935,,-79.94512257
40.43878743,,-79.9451326
40.43878541,,-79.94514262
40.43878357,,-79.94515263
40.43878169,,-79.94516263
40.43877965,,-79.94517269
40.43877771,,-79.94518264
40.43877573,,-79.94519272
40.43877375,,-79.94520273
40.43877179,,-79.9452127
40.43876985,,-79.94522273
40.43876794,,-79.94523278
40.43876613,,-79.94524283
40.43876434,,-79.94525285
40.43876246,,-79.94526286
40.43876068,,-79.9452729
40.43875892,,-79.94528283
40.43875711,,-79.94529292
40.43875536,,-79.94530288
40.43875367,,-79.94531287
40.43875192,,-79.94532286
40.43875022,,-79.9453328
40.43874832,,-79.94534278
40.43874644,,-79.94535279
40.43874462,,-79.94536266
40.43874289,,-79.94537267
40.43874109,,-79.94538269
40.43873926,,-79.94539262
40.43873746,,-79.94540252
40.43873563,,-79.94541256
40.43873392,,-79.94542258
40.43873226,,-79.94543264
40.43873055,,-79.94544263
40.43872904,,-79.94545266
40.43872772,,-79.94546265
40.43872636,,-79.94547271
40.43872497,,-79.94548281
40.43872369,,-79.94549283
40.43872228,,-79.94550295
40.43872095,,-79.94551299
40.43872,,-79.94552301
40.43871917,,-79.94553304
40.4387182,,-79.94554311
40.43871736,,-79.94555316
40.43871651,,-79.94556327
40.43871563,,-79.94557326
40.43871487,,-79.9455834
40.43871424,,-79.94559349
40.43871358,,-79.94560362
40.43871302,,-79.94561367
40.43871264,,-79.94562369
40.4387122,,-79.94563386
40.43871194,,-79.94564395
40.43871186,,-79.94565398
40.43871204,,-79.94566374
40.43871209,,-79.94567383
40.43871218,,-79.94568398
40.43871241,,-79.94569407
40.43871274,,-79.94570418
40.43871319,,-79.94571424
40.43871362,,-79.94572431
40.43871418,,-79.94573434
40.43871477,,-79.9457443
40.43871537,,-79.94575434
40.43871607,,-79.94576434
40.4387167,,-79.94577435
40.43871738,,-79.94578428
40.43871822,,-79.94579416
40.43871913,,-79.94580404
40.43872013,,-79.94581388
40.43872119,,-79.9458237
40.43872228,,-79.94583351
40.43872357,,-79.94584323
40.43872495,,-79.94585302
40.43872635,,-79.94586279
40.43872783,,-79.94587249
40.43872947,,-79.94588214
40.43873117,,-79.94589176
40.43873301,,-79.94590125
40.43873483,,-79.94591082
40.43873674,,-79.94592025
40.43873873,,-79.94592965
40.43874081,,-79.94593903
40.43874294,,-79.9459486
40.43874533,,-79.94595793
40.43874779,,-79.94596724
40.43875031,,-79.94597652
40.43875291,,-79.94598582
40.43875566,,-79.94599486
40.43875843,,-79.94600393
40.43876126,,-79.94601298
40.43876424,,-79.94602188
40.4387673,,-79.94603078
40.43877044,,-79.94603969
40.43877368,,-79.94604847
40.43877697,,-79.94605724
40.43878034,,-79.94606598
40.4387838,,-79.94607465
40.43878732,,-79.94608324
40.4387909,,-79.94609174
40.4387945,,-79.94610029
40.43879814,,-79.94610881
40.4388018,,-79.94611724
40.4388055,,-79.94612562
40.43880923,,-79.94613396
40.43881309,,-79.94614213
40.43881691,,-79.94615046
40.43882088,,-79.9461586
40.43882492,,-79.9461667
40.43882904,,-79.94617468
40.43883322,,-79.9461826
40.43883747,,-79.94619044
40.43884179,,-79.94619819
40.43884611,,-79.94620589
40.43885049,,-79.94621358
40.43885491,,-79.94622122
40.43885937,,-79.94622875
40.43886384,,-79.94623628
40.43886838,,-79.94624377
40.4388729,,-79.94625123
40.43887749,,-79.9462586
40.43888216,,-79.9462659
40.43888691,,-79.94627311
40.43889179,,-79.94628014
40.43889677,,-79.94628705
40.43890183,,-79.94629386
40.43890693,,-79.94630066
40.43891202,,-79.94630742
40.43891718,,-79.94631404
40.43892236,,-79.94632063
40.4389276,,-79.94632717
40.43893284,,-79.94633369
40.43893807,,-79.94634016
40.43894343,,-79.94634656
40.43894874,,-79.94635295
40.43895411,,-79.94635917
40.43895951,,-79.94636534
40.43896494,,-79.9463715
40.43897041,,-79.94637753
40.43897596,,-79.94638344
40.43898152,,-79.94638935
40.43898714,,-79.94639518
40.43899283,,-79.94640089
40.43899853,,-79.94640655
40.43900427,,-79.94641214
40.43901005,,-79.94641765
40.43901585,,-79.94642309
40.4390217,,-79.94642847
40.43902755,,-79.9464338
40.43903347,,-79.94643901
40.43903938,,-79.94644421
40.43904534,,-79.94644931
40.43905133,,-79.94645433
40.43905734,,-79.94645938
40.43906336,,-79.94646431
40.43906938,,-79.94646923
40.43907541,,-79.9464741
40.43908147,,-79.94647892
40.43908755,,-79.94648374
40.43909362,,-79.94648852
40.43909968,,-79.94649327
40.43910577,,-79.94649797
40.43911189,,-79.94650262
40.439118,,-79.94650727
40.43912413,,-79.94651185
40.43913026,,-79.94651644
40.43913638,,-79.94652103
40.4391425,,-79.94652565
40.43914858,,-79.94653022
40.43915465,,-79.94653484
40.43916072,,-79.94653945
40.43916676,,-79.94654408
40.43917278,,-79.94654873
40.43917882,,-79.94655333
40.43918486,,-79.94655791
40.4391909,,-79.94656243
40.43919694,,-79.94656688
40.43920297,,-79.94657138
40.43920897,,-79.94657584
40.43921499,,-79.94658029
40.43922099,,-79.94658476
40.43922701,,-79.94658921
40.43923296,,-79.94659377
40.43923886,,-79.94659837
40.43924479,,-79.94660292
40.43925074,,-79.94660735
40.43925668,,-79.94661179
40.43926263,,-79.94661617
40.43926858,,-79.94662054
40.43927452,,-79.94662483
40.43928046,,-79.94662913
40.43928638,,-79.94663346
40.43929229,,-79.94663777
40.43929822,,-79.94664209
40.43930409,,-79.94664646
40.43930994,,-79.94665079
40.43931581,,-79.9466551
40.43932165,,-79.94665939
40.43932749,,-79.94666368
40.43933332,,-79.94666799
40.43933915,,-79.94667224
40.43934497,,-79.94667647
40.43935077,,-79.94668073
40.43935658,,-79.94668502
40.43936236,,-79.94668935
40.43936813,,-79.94669364
40.43937392,,-79.94669791
40.43937972,,-79.94670216
40.43938553,,-79.94670641
40.43939135,,-79.94671062
40.43939718,,-79.94671479
40.439403,,-79.94671897
40.43940882,,-79.94672317
40.43941466,,-79.94672738
40.43942044,,-79.94673166
40.43942628,,-79.94673584
40.43943208,,-79.94674007
40.43943785,,-79.94674433
40.43944368,,-79.9467485
40.43944945,,-79.94675283
40.43945522,,-79.94675716
40.43946106,,-79.94676137
40.43946695,,-79.94676551
40.43947288,,-79.94676964
40.4394787,,-79.94677394
40.43948456,,-79.9467782
40.43949043,,-79.94678247
40.43949626,,-79.9467868
40.43950213,,-79.9467911
40.439508,,-79.9467954
40.43951388,,-79.94679965
40.43951979,,-79.94680391
40.43952572,,-79.94680818
40.43953165,,-79.94681247
40.43953762,,-79.94681679
40.43954359,,-79.94682114
40.43954959,,-79.94682551
40.43955555,,-79.94682986
40.43956156,,-79.94683422
40.43956759,,-79.9468386
40.43957359,,-79.94684298
40.43957962,,-79.94684742
40.43958566,,-79.94685181
40.43959172,,-79.94685622
40.43959783,,-79.94686061
40.43960395,,-79.94686501
40.43961009,,-79.94686943
40.43961622,,-79.94687383
40.43962239,,-79.9468782
40.43962856,,-79.94688261
40.43963476,,-79.94688706
40.43964095,,-79.94689154
40.43964717,,-79.94689612
40.43965344,,-79.94690064
40.43965962,,-79.94690531
40.43966584,,-79.94690998
40.4396721,,-79.94691469
40.43967832,,-79.94691947
40.43968453,,-79.9469243
40.43969074,,-79.94692917
40.43969697,,-79.94693407
40.43970321,,-79.94693905
40.43970945,,-79.94694408
40.43971573,,-79.94694919
40.43972196,,-79.94695435
40.43972818,,-79.94695958
40.4397344,,-79.94696486
40.43974064,,-79.94697023
40.43974683,,-79.94697567
40.43975298,,-79.94698118
40.43975916,,-79.94698675
40.43976535,,-79.94699237
40.43977155,,-79.94699801
40.43977777,,-79.94700367
40.43978403,,-79.9470093
40.43979029,,-79.94701496
40.43979659,,-79.94702062
40.43980289,,-79.94702632
40.43980918,,-79.94703203
40.43981548,,-79.94703781
40.43982176,,-79.94704364
40.43982802,,-79.94704953
40.43983427,,-79.94705545
40.43984053,,-79.94706141
40.43984677,,-79.94706743
40.43985301,,-79.94707352
40.43985922,,-79.94707968
40.4398654,,-79.94708589
40.43987156,,-79.94709218
40.43987771,,-79.94709854
40.43988386,,-79.94710494
40.43989003,,-79.94711136
40.43989622,,-79.94711776
40.43990242,,-79.94712421
40.43990857,,-79.94713066
40.43991471,,-79.94713721
40.43992082,,-79.94714378
40.43992691,,-79.94715043
40.43993296,,-79.94715715
40.43993896,,-79.94716393
40.43994497,,-79.94717078
40.43995093,,-79.94717771
40.43995685,,-79.94718467
40.43996273,,-79.94719175
40.43996861,,-79.94719891
40.4399745,,-79.94720612
40.43998032,,-79.94721326
40.43998623,,-79.94722063
40.43999209,,-79.94722804
40.43999794,,-79.94723537
40.44000373,,-79.94724258
40.44000959,,-79.94724991
40.44001547,,-79.94725727
40.44002137,,-79.94726454
40.44002734,,-79.94727187
40.44003336,,-79.94727917
40.44003937,,-79.94728644
40.44004529,,-79.94729373
40.4400512,,-79.94730105
40.44005708,,-79.94730849
40.44006303,,-79.94731596
40.44006906,,-79.94732348
40.44007504,,-79.94733092
40.44008082,,-79.94733845
40.44008671,,-79.94734607
40.44009257,,-79.94735355
40.44009836,,-79.94736094
40.44010427,,-79.94736858
40.4401102,,-79.94737625
40.44011603,,-79.94738379
40.44012188,,-79.94739149
40.44012785,,-79.94739926
40.44013371,,-79.947407
40.44013955,,-79.94741469
40.44014535,,-79.94742251
40.4401512,,-79.94743021
40.44015692,,-79.94743805
40.44016273,,-79.94744578
40.44016848,,-79.94745352
40.44017432,,-79.9474613
40.44018015,,-79.94746916
40.44018594,,-79.94747701
40.44019187,,-79.94748488
40.44019765,,-79.94749282
40.44020348,,-79.94750081
40.44020936,,-79.94750875
40.44021529,,-79.94751676
40.4402211,,-79.94752477
40.44022682,,-79.94753282
40.44023244,,-79.94754082
40.44023818,,-79.94754887
40.44024386,,-79.94755691
40.44024963,,-79.94756496
40.44025534,,-79.94757307
40.44026108,,-79.94758117
40.44026687,,-79.94758924
40.44027254,,-79.94759734
40.44027832,,-79.94760561
40.4402841,,-79.94761382
40.44028989,,-79.94762206
40.44029561,,-79.94763025
40.44030126,,-79.94763847
40.4403071,,-79.94764674
40.44031282,,-79.94765507
40.44031856,,-79.94766335
40.44032434,,-79.94767162
40.44033017,,-79.94767992
40.44033589,,-79.94768824
40.4403416,,-79.94769659
40.44034726,,-79.94770497
40.44035298,,-79.9477133
40.44035876,,-79.94772159
40.44036451,,-79.94772982
40.44037033,,-79.94773801
40.44037623,,-79.94774606
40.44038225,,-79.94775405
40.44038843,,-79.94776177
40.44039489,,-79.9477692
40.44040147,,-79.94777638
40.44040817,,-79.94778325
40.44041504,,-79.9477898
40.440422,,-79.94779615
40.44042908,,-79.9478022
40.44043619,,-79.94780816
40.44044328,,-79.94781395
40.44045056,,-79.94781955
40.44045783,,-79.94782498
40.44046518,,-79.94783027
40.44047258,,-79.94783536
40.44048,,-79.9478403
40.44048745,,-79.94784508
40.44049498,,-79.94784973
40.44050251,,-79.94785429
40.44051006,,-79.94785877
40.44051771,,-79.94786305
40.44052535,,-79.94786736
40.44053296,,-79.94787167
40.44054056,,-79.94787585
40.44054829,,-79.94787996
40.44055609,,-79.94788386
40.44056387,,-79.94788769
40.44057169,,-79.94789146
40.44057955,,-79.9478951
40.44058742,,-79.94789864
40.4405953,,-79.94790214
40.4406032,,-79.94790549
40.44061115,,-79.94790866
40.44061909,,-79.94791172
40.44062706,,-79.94791472
40.44063507,,-79.94791751
40.44064304,,-79.94792025
40.4406511,,-79.94792286
40.44065912,,-79.94792541
40.4406672,,-79.94792791
40.44067532,,-79.9479303
40.44068347,,-79.94793262
40.44069164,,-79.94793485
40.44069985,,-79.94793695
40.44070807,,-79.94793896
40.44071629,,-79.94794085
40.44072454,,-79.94794271
40.44073283,,-79.94794442
40.44074115,,-79.94794602
40.44074944,,-79.94794751
40.44075777,,-79.94794895
40.4407661,,-79.94795027
40.44077447,,-79.94795142
40.44078284,,-79.94795242
40.44079124,,-79.94795329
40.44079965,,-79.94795407
40.44080809,,-79.94795471
40.4408165,,-79.94795521
40.44082491,,-79.94795559
40.44083336,,-79.94795582
40.44084176,,-79.94795599
40.4408502,,-79.94795593
40.4408586,,-79.94795566
40.44086701,,-79.94795517
40.4408754,,-79.94795451
40.44088376,,-79.94795357
40.44089205,,-79.94795239
40.44090034,,-79.947951
40.44090855,,-79.94794944
40.44091674,,-79.94794763
40.44092484,,-79.94794555
40.44093284,,-79.94794324
40.44094075,,-79.94794068
40.44094855,,-79.94793782
40.44095623,,-79.94793463
40.44096377,,-79.9479311
40.44097108,,-79.94792718
40.44097829,,-79.94792298
40.44098528,,-79.9479185
40.44099213,,-79.94791374
40.44099885,,-79.94790881
40.44100542,,-79.94790362
40.4410118,,-79.94789823
40.44101808,,-79.94789264
40.44102419,,-79.94788695
40.44103019,,-79.94788106
40.44103596,,-79.94787511
40.44104165,,-79.94786891
40.44104722,,-79.94786265
40.44105262,,-79.94785629
40.44105785,,-79.94784984
40.44106304,,-79.94784329
40.44106815,,-79.94783669
40.44107314,,-79.94783005
40.4410781,,-79.94782339
40.44108297,,-79.94781677
40.44108776,,-79.94781011
40.44109257,,-79.94780352
40.4410973,,-79.94779691
40.44110204,,-79.94779046
40.44110675,,-79.94778408
40.44111149,,-79.94777767
40.44111621,,-79.94777141
40.44112092,,-79.94776511
40.44112558,,-79.94775885
40.44113023,,-79.94775258
40.44113481,,-79.94774633
40.44113932,,-79.94774009
40.44114367,,-79.94773376
40.44114809,,-79.94772759
40.44115246,,-79.94772139
40.44115674,,-79.94771516
40.44116101,,-79.9477091
40.44116521,,-79.94770294
40.44116934,,-79.94769669
40.44117346,,-79.94769052
40.44117753,,-79.94768445
40.4411816,,-79.94767838
40.44118559,,-79.9476723
40.44118947,,-79.94766616
40.44119335,,-79.94766014
40.44119714,,-79.94765415
40.44120098,,-79.9476482
40.44120472,,-79.94764229
40.44120853,,-79.94763647
40.44121225,,-79.94763053
40.44121589,,-79.94762481
40.44121963,,-79.94761911
40.44122331,,-79.94761347
40.44122693,,-79.94760782
40.44123055,,-79.94760222
40.44123412,,-79.9475967
40.44123766,,-79.94759122
40.44124115,,-79.94758571
40.44124466,,-79.94758028
40.44124807,,-79.94757492
40.44125144,,-79.94756946
40.44125481,,-79.94756415
40.44125817,,-79.9475589
40.44126149,,-79.94755376
40.44126477,,-79.94754861
40.44126793,,-79.94754337
40.44127116,,-79.94753823
40.4412744,,-79.94753318
40.44127756,,-79.94752812
40.44128068,,-79.94752316
40.44128383,,-79.94751818
40.4412871,,-79.94751343
40.44129011,,-79.9475084
40.44129316,,-79.9475035
40.44129611,,-79.94749867
40.44129912,,-79.94749388
40.44130201,,-79.94748893
40.44130489,,-79.94748407
40.44130768,,-79.94747934
40.44131039,,-79.9474746
40.44131308,,-79.94746985
40.44131586,,-79.94746516
40.44131853,,-79.9474604
40.44132114,,-79.94745567
40.44132385,,-79.9474511
40.44132654,,-79.94744653
40.44132918,,-79.94744196
40.44133184,,-79.94743749
40.44133451,,-79.94743301
40.44133703,,-79.94742851
40.44133961,,-79.94742404
40.44134217,,-79.94741971
40.44134463,,-79.94741524
40.44134717,,-79.94741093
40.44134967,,-79.94740666
40.44135216,,-79.94740239
40.44135462,,-79.94739808
40.44135697,,-79.94739382
40.44135936,,-79.94738962
40.44136182,,-79.94738544
40.44136427,,-79.94738137
40.44136651,,-79.94737716
40.44136885,,-79.94737309
40.44137118,,-79.94736907
40.44137342,,-79.94736509
40.44137556,,-79.94736108
40.44137767,,-79.94735703
40.44137989,,-79.94735313
40.44138211,,-79.94734926
40.44138423,,-79.94734535
40.44138631,,-79.94734147
40.44138847,,-79.94733767
40.44139055,,-79.94733391
40.44139249,,-79.94733011
40.44139451,,-79.94732646
40.44139648,,-79.9473228
40.44139843,,-79.94731918
